name;Último club;Nuevo club;Coste;Amount;Mercado
Yoane Wissa;SCO Angers;FC Lorient;2,00 mill. €;2000000;INVIERNO
Fábio;Middlesbrough;FC Nantes;2,00 mill. €;2000000;VERANO
Ianis Hagi;Fiorentina;FC Viitorul;2,00 mill. €;2000000;INVIERNO
Cristiano Biraghi;Pescara;Fiorentina;2,00 mill. €;2000000;VERANO
Lukas Klünter;1.FC Köln;Hertha Berlin;2,00 mill. €;2000000;VERANO
Pascal Köpke;Erzgebirge Aue;Hertha Berlin;2,00 mill. €;2000000;VERANO
Braian Romero;Argentinos;Independiente;2,00 mill. €;2000000;INVIERNO
Leonardo Mancuso;Pescara;Juventus;2,00 mill. €;2000000;INVIERNO
Stephy Mavididi;Arsenal U23;Juventus U23;2,00 mill. €;2000000;VERANO
Vadis Odjidja-Ofoe;Olympiacos FC;KAA Gent;2,20 mill. €;2000000;VERANO
Jorge Carrascal;Sevilla Atl.;Karpaty;2,00 mill. €;2000000;VERANO
Trezeguet;RSC Anderlecht;Kasimpasa;2,00 mill. €;2000000;VERANO
Dmitri Stotskiy;Ufa;Krasnodar;2,00 mill. €;2000000;VERANO
Vladimir Screciu;CS U Craiova;KRC Genk;2,00 mill. €;2000000;VERANO
Jakub Piotrowski;Pogon Szczecin;KRC Genk;2,00 mill. €;2000000;VERANO
Fousseni Diabaté;G. Ajaccio;Leicester City;2,00 mill. €;2000000;INVIERNO
Erick Cabaco;Nacional;Levante UD;2,00 mill. €;2000000;VERANO
Anton Nedyalkov;FC Dallas;Ludogorets;2,00 mill. €;2000000;VERANO
Junior Sambia;FC Niort;Montpellier;2,00 mill. €;2000000;VERANO
Junior Kabananga;FC Astana;Nasr;2,00 mill. €;2000000;INVIERNO
Ihsan Sacko;R. Strasbourg;OGC Nice;2,00 mill. €;2000000;INVIERNO
Fabio Ceravolo;Benevento;Parma;2,00 mill. €;2000000;VERANO
Jacopo Dezi;SSC Napoli;Parma;2,00 mill. €;2000000;VERANO
Nicola Leali;Juventus;Perugia;2,00 mill. €;2000000;VERANO
Okechukwu Azubuike;Y. Malatyaspor;Pyramids FC;2,00 mill. €;2000000;VERANO
Ludovic Ajorque;Clermont Foot;R. Strasbourg;2,00 mill. €;2000000;VERANO
Ibrahima Sissoko;Stade Brestois;R. Strasbourg;2,00 mill. €;2000000;VERANO
Eros Grezda;NK Osijek;Rangers FC;2,00 mill. €;2000000;VERANO
Jérôme Onguéné;VfB Stuttgart;RB Salzburg;2,00 mill. €;2000000;VERANO
Romain Del Castillo;Olymp. Lyonnais;Rennes;2,00 mill. €;2000000;VERANO
Björn Sigurdarson;Molde FK;Rostov;2,00 mill. €;2000000;INVIERNO
Pavel Mogilevets;Rostov;Rubin Kazan;2,00 mill. €;2000000;INVIERNO
Dória;Marseille;Santos Laguna;2,00 mill. €;2000000;VERANO
Philipp Lienhart;Real Madrid;SC Freiburg;2,00 mill. €;2000000;VERANO
Pablo de Blasis;1.FSV Mainz 05;SD Eibar;2,00 mill. €;2000000;VERANO
Fabián Orellana;Valencia CF;SD Eibar;2,00 mill. €;2000000;VERANO
Dodô;Coritiba FC;Shakhtar D.;2,00 mill. €;2000000;INVIERNO
Casimir Ninga;Montpellier;SM Caen;2,00 mill. €;2000000;VERANO
Bartosz Salamon;Cagliari;SPAL;2,00 mill. €;2000000;VERANO
Mattia Vitale;Juventus;SPAL;2,00 mill. €;2000000;INVIERNO
Emiliano Viviano;UC Sampdoria;Sporting CP;2,00 mill. €;2000000;VERANO
Max Gradel;Bournemouth;Toulouse;2,00 mill. €;2000000;VERANO
Hyun-jun Suk;FC Porto;Troyes;2,00 mill. €;2000000;VERANO
Alejandro Arribas;RC Deportivo;UNAM Pumas;2,00 mill. €;2000000;INVIERNO
Pedrão;Cianorte;Vit. Guimarães;2,00 mill. €;2000000;INVIERNO
Marc Navarro;Espanyol;Watford;2,00 mill. €;2000000;VERANO
Rafa Mir;V. Mestalla;Wolverhampton;2,00 mill. €;2000000;INVIERNO
Adam Armstrong;Newcastle Utd.;Blackburn;1,90 mill. €;1900000;VERANO
Filip Novak;Midtjylland;Trabzonspor;1,90 mill. €;1900000;INVIERNO
Cyle Larin;Orlando City SC;Besiktas;1,85 mill. €;1850000;INVIERNO
Sebastián Villa;Deportes Tolima;Boca Juniors;1,82 mill. €;1820000;VERANO
Niklas Hauptmann;Dynamo Dresden;1.FC Köln;1,80 mill. €;1800000;VERANO
Rafael Czichos;Holstein Kiel;1.FC Köln;1,80 mill. €;1800000;VERANO
Marko Livaja;UD Las Palmas;AEK Atenas;1,80 mill. €;1800000;VERANO
Raúl Bobadilla;Bor. M'gladbach;Argentinos;1,80 mill. €;1800000;VERANO
Simone Ganz;Pescara;Ascoli;1,80 mill. €;1800000;INVIERNO
Albert Gudmundsson;PSV Eindhoven;AZ Alkmaar;1,80 mill. €;1800000;VERANO
Assan Ceesay;FC Lugano;FC Zürich;1,80 mill. €;1800000;VERANO
Kayden Jackson;Accrington St.;Ipswich;1,80 mill. €;1800000;VERANO
Zinho Gano;KV Oostende;KRC Genk;1,80 mill. €;1800000;VERANO
Yassine Meriah;CS Sfaxien;Olympiacos FC;1,80 mill. €;1800000;VERANO
Mohamed Buya Turay;Dalkurd;Sint-Truiden;1,80 mill. €;1800000;VERANO
Mauricio Martínez;CA Rosario;Racing Club;1,75 mill. €;1755555;VERANO
Eric Remedi;CA Banfield;Atlanta United;1,75 mill. €;1750000;VERANO
Anthony Lozano;FC Barcelona B;Girona FC;1,75 mill. €;1750000;INVIERNO
Carles Gil;Aston Villa;RC Deportivo;1,75 mill. €;1750000;VERANO
Lucas Torró;CA Osasuna;Real Madrid;1,75 mill. €;1750000;VERANO
Renato Steffen;FC Basel;VfL Wolfsburg;1,75 mill. €;1750000;INVIERNO
Luis Reyes;Atlas;América;1,72 mill. €;1720000;VERANO
Dominic Vinicius;Vejle BK;BJ Enterprises;1,70 mill. €;1700000;INVIERNO
Saïd Benrahma;OGC Nice;Brentford;1,70 mill. €;1700000;VERANO
Alfredo Donnarumma;FC Empoli;Brescia;1,70 mill. €;1700000;VERANO
Mo Eisa;Cheltenham Town;Bristol City;1,70 mill. €;1700000;VERANO
Jack Hunt;Sheff Wed;Bristol City;1,70 mill. €;1700000;VERANO
Cameron Jerome;Norwich;Derby;1,70 mill. €;1700000;INVIERNO
Ronald Araújo;Boston River;FC Barcelona B;1,70 mill. €;1700000;VERANO
Aaron Lennon;Everton;FC Burnley;1,70 mill. €;1700000;INVIERNO
Ritsu Doan;Gamba Osaka;FC Groningen;1,70 mill. €;1700000;VERANO
Khaled Narey;Greuther Fürth;Hamburgo;1,70 mill. €;1700000;VERANO
Reece Burke;West Ham Utd.;Hull City;1,70 mill. €;1700000;VERANO
Laurens De Bock;Club Brugge;Leeds;1,70 mill. €;1700000;INVIERNO
Lee Grant;Stoke City;Man Utd.;1,70 mill. €;1700000;VERANO
Marcelo Barovero;Necaxa;Monterrey;1,70 mill. €;1700000;VERANO
Ben Marshall;Wolverhampton;Norwich;1,70 mill. €;1700000;VERANO
Quique;CA Osasuna;RC Deportivo;1,70 mill. €;1700000;VERANO
Ben Wilmot;FC Stevenage;Watford;1,70 mill. €;1700000;VERANO
Leonardo Sigali;Dinamo Zagreb;Racing Club;1,68 mill. €;1680000;INVIERNO
William Tesillo;Indep. Santa Fe;León;1,67 mill. €;1670000;VERANO
Hamza Lahmar;ES Sahel;Al-Kuwait;1,66 mill. €;1660000;VERANO
Cristian Romero;Belgrano;Genoa CFC;1,65 mill. €;1650000;VERANO
Cristian Bunino;Juventus;Pescara;1,65 mill. €;1650000;INVIERNO
Matus Bero;Trabzonspor;Vitesse;1,64 mill. €;1640000;VERANO
Salah Mohsen;Enppi;Ahly;1,60 mill. €;1600000;INVIERNO
Diego Braghieri;Lanús;Atl. Nacional;1,60 mill. €;1600000;INVIERNO
Nayef Aguerd;FUS Rabat;Dijon;1,60 mill. €;1600000;VERANO
Rúnar Alex Rúnarsson;Nordsjælland;Dijon;1,60 mill. €;1600000;VERANO
Kenan Kodro;1.FSV Mainz 05;FC Copenhague;1,60 mill. €;1600000;VERANO
Vincent Laurini;FC Empoli;Fiorentina;1,60 mill. €;1600000;VERANO
Juan Cala;Getafe CF;HN Jianye;1,60 mill. €;1600000;INVIERNO
Alejandro Donatti;Club Tijuana;Racing Club;1,60 mill. €;1600000;INVIERNO
Jeff Reine-Adélaïde;Arsenal U23;SCO Angers;1,60 mill. €;1600000;VERANO
Theo Bongonda;Celta de Vigo;Zulte Waregem;1,60 mill. €;1600000;VERANO
Juan Garro;CD Godoy Cruz;Huracán;1,55 mill. €;1550000;VERANO
Santiago Tréllez;EC Vitória;São Paulo;1,55 mill. €;1550000;INVIERNO
Jan Matousek;1.FK P?íbram;Slavia Praha;1,55 mill. €;1550000;VERANO
Benno Schmitz;RB Leipzig;1.FC Köln;1,50 mill. €;1500000;VERANO
Alan Dzabana;Olymp. Lyon B;AC Le Havre;1,50 mill. €;1500000;INVIERNO
Tomás Pina;Club Brugge;Alavés;1,50 mill. €;1500000;VERANO
Igor Sergeev;Pakhtakor;Al-Dhafra SCC;1,50 mill. €;1500000;INVIERNO
Ángelo Henríquez;Dinamo Zagreb;Atlas;1,50 mill. €;1500000;INVIERNO
Ondrej Mihalik;Jablonec;AZ Alkmaar;1,50 mill. €;1500000;INVIERNO
Kaloyan Krastev;Slavia Sofia;Bologna U19;1,50 mill. €;1500000;INVIERNO
João Novais;Rio Ave FC;Braga;1,50 mill. €;1500000;VERANO
Nikolas Spalek;MSK Zilina;Brescia;1,50 mill. €;1500000;INVIERNO
Mohamed Camara;Hapoel Raanana;BSC Young Boys;1,50 mill. €;1500000;VERANO
Recio;Málaga CF;CD Leganés;1,50 mill. €;1500000;VERANO
Mats Rits;KV Mechelen;Club Brugge;1,50 mill. €;1500000;VERANO
Ivan Tomecak;KV Mechelen;Club Brugge;1,50 mill. €;1500000;INVIERNO
Clinton Mata;RSC Charleroi;Club Brugge;1,50 mill. €;1500000;VERANO
Alexander Scholz;Standard Lieja;Club Brugge;1,50 mill. €;1500000;INVIERNO
Juninho Capixaba;EC Bahia;Corinthians;1,50 mill. €;1500000;INVIERNO
Ahmad Benali;Pescara;Crotone;1,50 mill. €;1500000;VERANO
Federico Mancuello;Flamengo;Cruzeiro;1,50 mill. €;1500000;INVIERNO
Konstantin Rausch;1.FC Köln;Dinamo Moskva;1,50 mill. €;1500000;INVIERNO
Benito Raman;Standard Lieja;F. Düsseldorf;1,50 mill. €;1500000;VERANO
Fabian Frei;1.FSV Mainz 05;FC Basel;1,50 mill. €;1500000;INVIERNO
Samuel Mraz;MSK Zilina;FC Empoli;1,50 mill. €;1500000;VERANO
Baris Alici;Altinordu;Fenerbahce;1,50 mill. €;1500000;VERANO
Dusan Vlahovic;Partizan;Fiorentina;1,50 mill. €;1500000;VERANO
Andrea Beghetto;Genoa CFC;Frosinone;1,50 mill. €;1500000;VERANO
Celso Borges;RC Deportivo;Göztepe;1,50 mill. €;1500000;VERANO
Nikolai Baden Frederiksen;Nordsjaell. U19;Juventus U19;1,50 mill. €;1500000;VERANO
Adis Jahovic;Göztepe;Konyaspor;1,50 mill. €;1500000;INVIERNO
Paolo Hurtado;Vit. Guimarães;Konyaspor;1,50 mill. €;1500000;VERANO
João Amaral;Benfica;Lech Poznan;1,50 mill. €;1500000;VERANO
Coke;FC Schalke 04;Levante UD;1,50 mill. €;1500000;VERANO
Rifat Zhemaletdinov;Rubin Kazan;Loko Moskva;1,50 mill. €;1500000;VERANO
Alexander Scholz;Club Brugge;Midtjylland;1,50 mill. €;1500000;VERANO
Moritz Leitner;FC Augsburg;Norwich;1,50 mill. €;1500000;VERANO
Emiliano Buendía;Getafe CF;Norwich;1,50 mill. €;1500000;VERANO
Dennis Srbeny;SC Paderborn;Norwich;1,50 mill. €;1500000;INVIERNO
Diogo Barbosa;Coimbra-MG;Palmeiras;1,50 mill. €;1500000;INVIERNO
Jonathan Biabiany;Inter de Milán;Parma;1,50 mill. €;1500000;VERANO
Aziz Behich;Bursaspor;PSV Eindhoven;1,50 mill. €;1500000;VERANO
Jean;EC Bahia;São Paulo;1,50 mill. €;1500000;INVIERNO
Alessandro Tripaldelli;Juventus U19;Sassuolo U19;1,50 mill. €;1500000;INVIERNO
Ante Erceg;Hajduk Split;Shabab Dubai;1,50 mill. €;1500000;INVIERNO
Fayçal Fajr;Getafe CF;SM Caen;1,50 mill. €;1500000;VERANO
Alfred Gomis;Torino;SPAL;1,50 mill. €;1500000;VERANO
Aleksandr Tashaev;Dinamo Moskva;Spartak Moskva;1,50 mill. €;1500000;VERANO
Konstantinos Laifis;Olympiacos FC;Standard Lieja;1,50 mill. €;1500000;VERANO
Vitalie Damascan;Sheriff;Torino;1,50 mill. €;1500000;INVIERNO
David Timor;Girona FC;UD Las Palmas;1,50 mill. €;1500000;VERANO
Nicholas Opoku;Cub Africain;Udinese Calcio;1,50 mill. €;1500000;VERANO
Érick Torres;Houston;UNAM Pumas;1,50 mill. €;1500000;INVIERNO
Javi Fuego;Espanyol;Villarreal CF;1,50 mill. €;1500000;INVIERNO
Vyacheslav Karavaev;Sparta Praha;Vitesse;1,50 mill. €;1500000;INVIERNO
Anton Zabolotny;Tosno;Zenit S-Pb;1,50 mill. €;1500000;INVIERNO
Jens Martin Gammelby;Silkeborg IF;Brøndby IF;1,47 mill. €;1470000;VERANO
Mitchell Langerak;Levante UD;Nagoya Grampus;1,45 mill. €;1450000;INVIERNO
Denis Alibec;FCSB;Astra Giurgiu;1,40 mill. €;1400000;VERANO
Ferdi Kadioglu;NEC Nijmegen;Fenerbahce;1,40 mill. €;1400000;VERANO
André Poko;Karabükspor;Göztepe;1,40 mill. €;1400000;INVIERNO
Florent Muslija;Karlsruher SC;Hannover 96;1,40 mill. €;1400000;VERANO
Pablo Hernández;Celta de Vigo;Independiente;1,40 mill. €;1400000;VERANO
Loïc Rémy;UD Las Palmas;LOSC Lille;1,40 mill. €;1400000;VERANO
Brian Lozano;América;Santos Laguna;1,40 mill. €;1400000;VERANO
Léandre Tawamba;Partizan;Taawon;1,40 mill. €;1400000;VERANO
Joe Garner;Ipswich;Wigan;1,40 mill. €;1400000;VERANO
Omar Alderete;Cerro Porteño;Huracán;1,38 mill. €;1380000;VERANO
Jack Hendry;Dundee FC;Celtic FC;1,37 mill. €;1370000;INVIERNO
Hugo Nervo;Huracán;Santos Laguna;1,37 mill. €;1370000;VERANO
Dieumerci Ndongala;Standard Lieja;KRC Genk;1,35 mill. €;1350000;VERANO
Marc McNulty;Coventry City;Reading;1,35 mill. €;1350000;VERANO
Florin Nita;FCSB;Sparta Praha;1,35 mill. €;1350000;INVIERNO
Brahian Alemán;Gimnasia;Al-Ettifaq;1,30 mill. €;1300000;VERANO
Ragnar Klavan;FC Liverpool;Cagliari;1,30 mill. €;1300000;VERANO
Julian von Moos;GC Zürich U18;FC Basel;1,30 mill. €;1300000;VERANO
Sigurd Rosted;Sarpsborg 08;KAA Gent;1,30 mill. €;1300000;INVIERNO
Facundo Castro;Defensor;Necaxa;1,30 mill. €;1300000;VERANO
Thibault Moulin;Legia Warszawa;PAOK;1,30 mill. €;1300000;INVIERNO
Leo Stulac;Venezia;Parma;1,30 mill. €;1300000;VERANO
Andrija Pavlovic;FC Copenhague;Rapid Viena;1,30 mill. €;1300000;VERANO
Mateo Barac;NK Osijek;Rapid Viena;1,30 mill. €;1300000;VERANO
José Pozo;UD Almería;Rayo Vallecano;1,30 mill. €;1300000;VERANO
Jérôme Gondorf;Werder Bremen;SC Freiburg;1,30 mill. €;1300000;VERANO
Lucas Cavallini;Peñarol;Puebla FC;1,29 mill. €;1290000;VERANO
Diego Calderon;Ismaily;Faisaly;1,28 mill. €;1280000;VERANO
Mohamed Magdy;Enppi;Pyramids FC;1,28 mill. €;1280000;VERANO
Artur;São Paulo;Columbus Crew;1,27 mill. €;1270000;INVIERNO
Anton Nedyalkov;CSKA Sofia;FC Dallas;1,27 mill. €;1270000;INVIERNO
Bruno Silva;Botafogo;Cruzeiro;1,26 mill. €;1260000;INVIERNO
Emerson Santos;Botafogo;Palmeiras;1,26 mill. €;1260000;INVIERNO
Idrissa Doumbia;RSC Anderlecht;Akhmat Grozny;1,25 mill. €;1250000;VERANO
Marko Vejinovi?;Feyenoord;AZ Alkmaar;1,25 mill. €;1250000;VERANO
Thorsten Röcher;Sturm Graz;FC Ingolstadt;1,25 mill. €;1250000;VERANO
Kawin Thamsatchanan;Muangthong Utd.;OH Leuven;1,25 mill. €;1250000;INVIERNO
Aaron Leya Iseka;RSC Anderlecht;Toulouse;1,25 mill. €;1250000;VERANO
Rafael Martins;Vit. Guimarães;ZJ Greentown;1,25 mill. €;1250000;VERANO
Henri Weigelt;Arm. Bielefeld;AZ Alkmaar;1,20 mill. €;1200000;VERANO
Emanuel Reynoso;CA Talleres;Boca Juniors;1,20 mill. €;1200000;INVIERNO
Eduardo;Estoril;Braga;1,20 mill. €;1200000;VERANO
Diogo Figueiras;Olympiacos FC;Braga;1,20 mill. €;1200000;INVIERNO
Javier Correa;CD Godoy Cruz;Colón;1,20 mill. €;1200000;INVIERNO
Julian Chabot;Sparta R.;FC Groningen;1,20 mill. €;1200000;VERANO
Ervin Zukanovic;AS Roma;Genoa CFC;1,20 mill. €;1200000;VERANO
Yohan Croizet;KV Mechelen;Kansas;1,20 mill. €;1200000;INVIERNO
Aleksandar Palocevic;Arouca;Nacional;1,20 mill. €;1200000;VERANO
Riccardo Gagliolo;Carpi;Parma;1,20 mill. €;1200000;VERANO
Magnus Eriksson;Djurgarden;Quakes;1,20 mill. €;1200000;INVIERNO
Jamie Murphy;Brighton;Rangers FC;1,20 mill. €;1200000;VERANO
Evgen Makarenko;KV Kortrijk;RSC Anderlecht;1,20 mill. €;1200000;VERANO
Zakaria Bakkali;Valencia CF;RSC Anderlecht;1,20 mill. €;1200000;VERANO
Jucilei;SD Luneng;São Paulo;1,20 mill. €;1200000;INVIERNO
Franck Ohandza;Hajduk Split;SZ FC;1,20 mill. €;1200000;INVIERNO
Gastón Giménez;Estudiantes;Vélez Sarsfield;1,20 mill. €;1200000;VERANO
Hamid Ahadad;Difaa El Jadida;Zamalek;1,20 mill. €;1200000;VERANO
Fernando Monetti;Lanús;Atl. Nacional;1,15 mill. €;1150000;INVIERNO
Édison Flores;Aalborg BK;Morelia;1,15 mill. €;1150000;VERANO
Mohamed Hamdi;El Masry;Pyramids FC;1,15 mill. €;1150000;VERANO
Stefan Ristovski;HNK Rijeka;Sporting CP;1,15 mill. €;1150000;VERANO
Marvin Compper;RB Leipzig;Celtic FC;1,14 mill. €;1140000;INVIERNO
Erik Sviatchenko;Celtic FC;Midtjylland;1,14 mill. €;1140000;VERANO
Liam Walsh;Everton U23;Bristol City;1,10 mill. €;1100000;INVIERNO
Marley Watkins;Norwich;Bristol City;1,10 mill. €;1100000;VERANO
Adrian Mierzejewski;Sydney FC;CC Yatai;1,10 mill. €;1100000;VERANO
Lucas Höler;SV Sandhausen;SC Freiburg;1,10 mill. €;1100000;INVIERNO
Anthony Nwakaeme;H. Beer Sheva;Trabzonspor;1,10 mill. €;1100000;VERANO
Domingos Quina;West Ham Utd.;Watford;1,10 mill. €;1100000;VERANO
Cédric Kipré;Motherwell FC;Wigan;1,10 mill. €;1100000;VERANO
Anthony Blondell;Monagas SC;Vancouver;1,09 mill. €;1090000;INVIERNO
Pablo Aránguiz;Española;FC Dallas;1,07 mill. €;1070000;VERANO
Douglas Augusto;Fluminense;Corinthians;1,02 mill. €;1020000;VERANO
Lucas Villafañez;Panathinaikos;Alanyaspor;1,00 mill. €;1000000;INVIERNO
Carlos Feraud;CD Macará;Al-Hazm;1,00 mill. €;1000000;VERANO
Ernest Asante;Nordsjælland;Al-Jazira;1,00 mill. €;1000000;VERANO
Emre Colak;RC Deportivo;Al-Wahda;1,00 mill. €;1000000;VERANO
Cristian Ganea;FC Viitorul;Athletic;1,00 mill. €;1000000;VERANO
Antonio Adán;Real Betis;Atlético Madrid;1,00 mill. €;1000000;VERANO
Andrej Lukic;NK Osijek;Braga;1,00 mill. €;1000000;INVIERNO
Leonardo Morosini;Genoa CFC;Brescia;1,00 mill. €;1000000;VERANO
Viktor Gyökeres;Brommapojkarna;Brighton U23;1,00 mill. €;1000000;INVIERNO
Josip Radosevic;Hajduk Split;Brøndby IF;1,00 mill. €;1000000;VERANO
Arnaut Danjuma;NEC Nijmegen;Club Brugge;1,00 mill. €;1000000;VERANO
Adriano Montalto;Ternana;Cremonese;1,00 mill. €;1000000;VERANO
Alexandru Cicaldau;FC Viitorul;CS U Craiova;1,00 mill. €;1000000;VERANO
Takuma Nishimura;Vegalta Sendai;CSKA Moscú;1,00 mill. €;1000000;VERANO
Mislav Orsic;Ulsan;Dinamo Zagreb;1,00 mill. €;1000000;VERANO
Goran Causic;Arsenal Tula;Estrella Roja;1,00 mill. €;1000000;VERANO
Gastón Giménez;CD Godoy Cruz;Estudiantes;1,00 mill. €;1000000;INVIERNO
Jonas Omlin;FC Luzern;FC Basel;1,00 mill. €;1000000;VERANO
Robert Skov;Silkeborg IF;FC Copenhague;1,00 mill. €;1000000;INVIERNO
Simone Romagnoli;Carpi;FC Empoli;1,00 mill. €;1000000;INVIERNO
Jacob Rasmussen;Rosenborg BK;FC Empoli;1,00 mill. €;1000000;VERANO
Afriyie Acquah;Torino;FC Empoli;1,00 mill. €;1000000;VERANO
Konstantin Kerschbaumer;Brentford;FC Ingolstadt;1,00 mill. €;1000000;VERANO
Benedikt Gimber;TSG Hoffenheim;FC Ingolstadt;1,00 mill. €;1000000;VERANO
Yordan Osorio;Tondela;FC Porto;1,00 mill. €;1000000;VERANO
Cedric Teuchert;1.FC Nürnberg;FC Schalke 04;1,00 mill. €;1000000;INVIERNO
Raphael Rossi;Boavista;FC Sion;1,00 mill. €;1000000;VERANO
Simon Gustafson;Feyenoord;FC Utrecht;1,00 mill. €;1000000;VERANO
Raman Chibsah;Benevento;Frosinone;1,00 mill. €;1000000;VERANO
Luka Krajnc;Cagliari;Frosinone;1,00 mill. €;1000000;VERANO
Francesco Bardi;Inter de Milán;Frosinone;1,00 mill. €;1000000;VERANO
Paul Baysse;Málaga CF;G. Bordeaux;1,00 mill. €;1000000;INVIERNO
Antonio Candela;Spezia Calcio;Genoa U19;1,00 mill. €;1000000;INVIERNO
Guessouma Fofana;SC Amiens;Guingamp;1,00 mill. €;1000000;VERANO
Ben Rienstra;AZ Alkmaar;Heerenveen;1,00 mill. €;1000000;VERANO
Davis Ikaunieks;FC Vysocina;Jablonec;1,00 mill. €;1000000;VERANO
Bilal Basacikoglu;Feyenoord;Kayserispor;1,00 mill. €;1000000;VERANO
Evgen Opanasenko;Zorya Luhansk;Konyaspor;1,00 mill. €;1000000;VERANO
Ibrahima Seck;Waasl.-Beveren;KRC Genk;1,00 mill. €;1000000;INVIERNO
Germán Mera;Club Brugge;KV Mechelen;1,00 mill. €;1000000;INVIERNO
Simone Rapp;FC Thun;Lausanne-Sport;1,00 mill. €;1000000;INVIERNO
Francesco Margiotta;Juventus;Lausanne-Sport;1,00 mill. €;1000000;INVIERNO
Aitor Fernández;CD Numancia;Levante UD;1,00 mill. €;1000000;VERANO
Armando Sadiku;Legia Warszawa;Levante UD;1,00 mill. €;1000000;INVIERNO
Facundo Píriz;Nacional;Montpellier;1,00 mill. €;1000000;VERANO
Alexander Fransson;FC Basel;Norrköping;1,00 mill. €;1000000;VERANO
Giannis Masouras;AE Larisa;Olympiacos FC;1,00 mill. €;1000000;VERANO
Chuba Akpom;FC Arsenal;PAOK;1,00 mill. €;1000000;VERANO
Tomas Chory;Sigma Olomouc;Plze?;1,00 mill. €;1000000;INVIERNO
Abdellah Zoubir;Lens;Qarabag Agdam;1,00 mill. €;1000000;VERANO
Guillermo Fernández;CD Godoy Cruz;Racing Club;1,00 mill. €;1000000;VERANO
Gabriel Arias;Defensa;Racing Club;1,00 mill. €;1000000;VERANO
Emiliano Velázquez;Atlético Madrid;Rayo Vallecano;1,00 mill. €;1000000;VERANO
Jordi Amat;Swansea City;Rayo Vallecano;1,00 mill. €;1000000;VERANO
Antonio Barragán;Middlesbrough;Real Betis;1,00 mill. €;1000000;VERANO
Rubén Alcaraz;Girona FC;Real Valladolid;1,00 mill. €;1000000;VERANO
Tristan Dingomé;Troyes;Reims;1,00 mill. €;1000000;VERANO
Braian Samudio;Guarani;Rizespor;1,00 mill. €;1000000;VERANO
Dennis Hadzikadunic;Malmö FF;Rostov;1,00 mill. €;1000000;VERANO
Didier Lamkel Ze;FC Niort;Royal Amberes;1,00 mill. €;1000000;VERANO
Filip Uremovic;Olimpija;Rubin Kazan;1,00 mill. €;1000000;VERANO
Carlos Sánchez;Monterrey;Santos FC;1,00 mill. €;1000000;VERANO
Stiven Mendoza;Corinthians;SC Amiens;1,00 mill. €;1000000;INVIERNO
Harisson Manzala;SC Amiens;SCO Angers;1,00 mill. €;1000000;VERANO
Vincent Pajot;St-Étienne;SCO Angers;1,00 mill. €;1000000;VERANO
Marquinhos Cipriano;São Paulo;Shakhtar D.;1,00 mill. €;1000000;VERANO
Ondrej Kolar;Slovan Liberec;Slavia Praha;1,00 mill. €;1000000;INVIERNO
Mirko Valdifiori;Torino;SPAL;1,00 mill. €;1000000;VERANO
Guélor Kanga;Estrella Roja;Sparta Praha;1,00 mill. €;1000000;INVIERNO
Felix Bastians;VfL Bochum;TJ Teda;1,00 mill. €;1000000;INVIERNO
Alberto Brignoli;Juventus;US Palermo;1,00 mill. €;1000000;VERANO
Stefano Moreo;Venezia;US Palermo;1,00 mill. €;1000000;VERANO
Roy Beerens;Reading;Vitesse;1,00 mill. €;1000000;INVIERNO
Nuri Sahin;Bor. Dortmund;Werder Bremen;1,00 mill. €;1000000;VERANO
Sebastian Langkamp;Hertha Berlin;Werder Bremen;1,00 mill. €;1000000;INVIERNO
Damien Marcq;KAA Gent;Zulte Waregem;1,00 mill. €;1000000;INVIERNO
David Accam;Chicago Fire;Philadelphia;982 miles €;982000;INVIERNO
José Francisco Cevallos Jr.;LDU Quito;KSC Lokeren;965 miles €;965000;INVIERNO
Mohamed Fathi;Ismaily;Pyramids FC;950 miles €;950000;VERANO
Ángelo Henríquez;Atlas;U. de Chile;950 miles €;950000;VERANO
Justin Meram;Columbus Crew;Orlando City SC;905 miles €;905000;INVIERNO
Pedro Conde;PAS Giannina;Baniyas SC;900 miles €;900000;VERANO
Ernesto Torregrossa;Hellas Verona;Brescia;900 miles €;900000;INVIERNO
Onur Bulut;SC Freiburg;E. Braunschweig;900 miles €;900000;INVIERNO
Jean Zimmer;VfB Stuttgart;F. Düsseldorf;900 miles €;900000;VERANO
Benjamin Kololli;Lausanne-Sport;FC Zürich;900 miles €;900000;VERANO
Jae-sung Lee;Jeonbuk Motors;Holstein Kiel;900 miles €;900000;VERANO
Egzon Binaku;Häcken;Malmö FF;900 miles €;900000;INVIERNO
Philipp Köhn;RB Leipzig;RB Salzburg;900 miles €;900000;VERANO
Vyacheslav Podberezkin;Krasnodar;Rubin Kazan;900 miles €;900000;VERANO
Marco Túlio;Atlético-MG;Sporting CP U23;900 miles €;900000;VERANO
Daniel Arzani;Melbourne City;Manchester City;890 miles €;890000;VERANO
Declan John;Rangers FC;Swansea City;890 miles €;890000;VERANO
Jesse Joronen;AC Horsens;FC Copenhague;875 miles €;875000;VERANO
Renzo Saravia;Belgrano;Racing Club;865 miles €;865000;VERANO
Enrique Triverio;Racing Club;Toluca;860 miles €;860000;VERANO
Diego Rodríguez;Independiente;Club Tijuana;859 miles €;859000;VERANO
Luka Bogdan;Catania;AS Livorno;850 miles €;850000;VERANO
Juan Villar;CD Tenerife;CA Osasuna;850 miles €;850000;VERANO
