"nombre";"ultimoClub";"nuevoClub";"coste";"mercado";"IDF";"ID"
"Vyacheslav Karavaev";"Sparta Praha";"Vitesse";1500000;"INVIERNO";821;219409
"Anton Zabolotny";"Tosno";"Zenit S-Pb";1500000;"INVIERNO";822;194662
"Jens Martin Gammelby";"Silkeborg IF";"Brøndby IF";1470000;"VERANO";823;213835
"Mitchell Langerak";"Levante UD";"Nagoya Grampus";1450000;"INVIERNO";824;182435
"André Poko";"Karabükspor";"Göztepe";1400000;"INVIERNO";827;205998
"Florent Muslija";"Karlsruher SC";"Hannover 96";1400000;"VERANO";828;239696
"Pablo Hernández";"Celta de Vigo";"Independiente";1400000;"VERANO";829;179591
"Loïc Rémy";"UD Las Palmas";"LOSC Lille";1400000;"VERANO";830;179527
"Brian Lozano";"América";"Santos Laguna";1400000;"VERANO";831;230967
"Joe Garner";"Ipswich";"Wigan";1400000;"VERANO";833;169498
"Omar Alderete";"Cerro Porteño";"Huracán";1380000;"VERANO";834;240359
"Jack Hendry";"Dundee FC";"Celtic FC";1370000;"INVIERNO";835;225316
"Dieumerci Ndongala";"Standard Lieja";"KRC Genk";1350000;"VERANO";837;204908
"Marc McNulty";"Coventry City";"Reading";1350000;"VERANO";838;223104
"Florin Nita";"FCSB";"Sparta Praha";1350000;"INVIERNO";839;238033
"Brahian Alemán";"Gimnasia";"Al-Ettifaq";1300000;"VERANO";840;215018
"Sigurd Rosted";"Sarpsborg 08";"KAA Gent";1300000;"INVIERNO";843;227362
"Thibault Moulin";"Legia Warszawa";"PAOK";1300000;"INVIERNO";845;201257
"Leo Stulac";"Venezia";"Parma";1300000;"VERANO";846;240095
"Andrija Pavlovic";"FC Copenhague";"Rapid Viena";1300000;"VERANO";847;234636
"José Pozo";"UD Almería";"Rayo Vallecano";1300000;"VERANO";849;218746
"Jérôme Gondorf";"Werder Bremen";"SC Freiburg";1300000;"VERANO";850;211907
"Lucas Cavallini";"Peñarol";"Puebla FC";1290000;"VERANO";851;213095
"Artur";"São Paulo";"Columbus Crew";1270000;"INVIERNO";854;234122
"Bruno Silva";"Botafogo";"Cruzeiro";1260000;"INVIERNO";856;239920
"Idrissa Doumbia";"RSC Anderlecht";"Akhmat Grozny";1250000;"VERANO";858;234725
"Marko Vejinovi?";"Feyenoord";"AZ Alkmaar";1250000;"VERANO";859;189715
"Thorsten Röcher";"Sturm Graz";"FC Ingolstadt";1250000;"VERANO";860;202535
"Aaron Leya Iseka";"RSC Anderlecht";"Toulouse";1250000;"VERANO";862;223929
"Rafael Martins";"Vit. Guimarães";"ZJ Greentown";1250000;"VERANO";863;200984
"Henri Weigelt";"Arm. Bielefeld";"AZ Alkmaar";1200000;"VERANO";864;238131
"Emanuel Reynoso";"CA Talleres";"Boca Juniors";1200000;"INVIERNO";865;234468
"Eduardo";"Estoril";"Braga";1200000;"VERANO";866;232581
"Diogo Figueiras";"Olympiacos FC";"Braga";1200000;"INVIERNO";867;204401
"Javier Correa";"CD Godoy Cruz";"Colón";1200000;"INVIERNO";868;223593
"Julian Chabot";"Sparta R.";"FC Groningen";1200000;"VERANO";869;239340
"Ervin Zukanovic";"AS Roma";"Genoa CFC";1200000;"VERANO";870;190931
"Yohan Croizet";"KV Mechelen";"Kansas";1200000;"INVIERNO";871;205518
"Riccardo Gagliolo";"Carpi";"Parma";1200000;"VERANO";873;216067
"Magnus Eriksson";"Djurgarden";"Quakes";1200000;"INVIERNO";874;208437
"Jamie Murphy";"Brighton";"Rangers FC";1200000;"VERANO";875;189148
"Zakaria Bakkali";"Valencia CF";"RSC Anderlecht";1200000;"VERANO";877;208790
"Gastón Giménez";"Estudiantes";"Vélez Sarsfield";1200000;"VERANO";880;227772
"Fernando Monetti";"Lanús";"Atl. Nacional";1150000;"INVIERNO";882;215985
"Édison Flores";"Aalborg BK";"Morelia";1150000;"VERANO";883;210951
"Stefan Ristovski";"HNK Rijeka";"Sporting CP";1150000;"VERANO";885;205965
"Marvin Compper";"RB Leipzig";"Celtic FC";1140000;"INVIERNO";886;170231
"Erik Sviatchenko";"Celtic FC";"Midtjylland";1140000;"VERANO";887;199745
"Liam Walsh";"Everton U23";"Bristol City";1100000;"INVIERNO";888;239178
"Marley Watkins";"Norwich";"Bristol City";1100000;"VERANO";889;189776
"Adrian Mierzejewski";"Sydney FC";"CC Yatai";1100000;"VERANO";890;162280
"Lucas Höler";"SV Sandhausen";"SC Freiburg";1100000;"INVIERNO";891;234875
"Domingos Quina";"West Ham Utd.";"Watford";1100000;"VERANO";893;235450
"Cédric Kipré";"Motherwell FC";"Wigan";1100000;"VERANO";894;235458
"Lucas Villafañez";"Panathinaikos";"Alanyaspor";1000000;"INVIERNO";898;214973
"Ernest Asante";"Nordsjælland";"Al-Jazira";1000000;"VERANO";900;202374
"Emre Colak";"RC Deportivo";"Al-Wahda";1000000;"VERANO";901;199952
"Cristian Ganea";"FC Viitorul";"Athletic";1000000;"VERANO";902;239116
"Antonio Adán";"Real Betis";"Atlético Madrid";1000000;"VERANO";903;178086
"Leonardo Morosini";"Genoa CFC";"Brescia";1000000;"VERANO";905;223010
"Adriano Montalto";"Ternana";"Cremonese";1000000;"VERANO";909;204080
"Takuma Nishimura";"Vegalta Sendai";"CSKA Moscú";1000000;"VERANO";911;232479
"Mislav Orsic";"Ulsan";"Dinamo Zagreb";1000000;"VERANO";912;221174
"Goran Causic";"Arsenal Tula";"Estrella Roja";1000000;"VERANO";913;224600
"Jonas Omlin";"FC Luzern";"FC Basel";1000000;"VERANO";915;223550
"Robert Skov";"Silkeborg IF";"FC Copenhague";1000000;"INVIERNO";916;215449
"Simone Romagnoli";"Carpi";"FC Empoli";1000000;"INVIERNO";917;198857
"Jacob Rasmussen";"Rosenborg BK";"FC Empoli";1000000;"VERANO";918;234827
"Afriyie Acquah";"Torino";"FC Empoli";1000000;"VERANO";919;201223
"Konstantin Kerschbaumer";"Brentford";"FC Ingolstadt";1000000;"VERANO";920;227235
"Benedikt Gimber";"TSG Hoffenheim";"FC Ingolstadt";1000000;"VERANO";921;228883
"Yordan Osorio";"Tondela";"FC Porto";1000000;"VERANO";922;237297
"Cedric Teuchert";"1.FC Nürnberg";"FC Schalke 04";1000000;"INVIERNO";923;226050
"Raphael Rossi";"Boavista";"FC Sion";1000000;"VERANO";924;220090
"Simon Gustafson";"Feyenoord";"FC Utrecht";1000000;"VERANO";925;213613
"Raman Chibsah";"Benevento";"Frosinone";1000000;"VERANO";926;206109
"Luka Krajnc";"Cagliari";"Frosinone";1000000;"VERANO";927;205556
"Francesco Bardi";"Inter de Milán";"Frosinone";1000000;"VERANO";928;193786
"Paul Baysse";"Málaga CF";"G. Bordeaux";1000000;"INVIERNO";929;178031
"Guessouma Fofana";"SC Amiens";"Guingamp";1000000;"VERANO";931;234622
"Ben Rienstra";"AZ Alkmaar";"Heerenveen";1000000;"VERANO";932;200424
"Ibrahima Seck";"Waasl.-Beveren";"KRC Genk";1000000;"INVIERNO";936;215391
"Germán Mera";"Club Brugge";"KV Mechelen";1000000;"INVIERNO";937;214031
"Simone Rapp";"FC Thun";"Lausanne-Sport";1000000;"INVIERNO";938;229625
"Francesco Margiotta";"Juventus";"Lausanne-Sport";1000000;"INVIERNO";939;234890
"Aitor Fernández";"CD Numancia";"Levante UD";1000000;"VERANO";940;193314
"Armando Sadiku";"Legia Warszawa";"Levante UD";1000000;"INVIERNO";941;216479
"Facundo Píriz";"Nacional";"Montpellier";1000000;"VERANO";942;213325
"Alexander Fransson";"FC Basel";"Norrköping";1000000;"VERANO";943;213813
"Chuba Akpom";"FC Arsenal";"PAOK";1000000;"VERANO";945;213418
"Abdellah Zoubir";"Lens";"Qarabag Agdam";1000000;"VERANO";947;212934
"Guillermo Fernández";"CD Godoy Cruz";"Racing Club";1000000;"VERANO";948;211269
"Gabriel Arias";"Defensa";"Racing Club";1000000;"VERANO";949;223249
"Emiliano Velázquez";"Atlético Madrid";"Rayo Vallecano";1000000;"VERANO";950;225299
"Jordi Amat";"Swansea City";"Rayo Vallecano";1000000;"VERANO";951;198198
"Antonio Barragán";"Middlesbrough";"Real Betis";1000000;"VERANO";952;169426
"Rubén Alcaraz";"Girona FC";"Real Valladolid";1000000;"VERANO";953;229788
"Tristan Dingomé";"Troyes";"Reims";1000000;"VERANO";954;206506
"Dennis Hadzikadunic";"Malmö FF";"Rostov";1000000;"VERANO";956;236541
"Didier Lamkel Ze";"FC Niort";"Royal Amberes";1000000;"VERANO";957;234710
"Carlos Sánchez";"Monterrey";"Santos FC";1000000;"VERANO";959;205510
"Harisson Manzala";"SC Amiens";"SCO Angers";1000000;"VERANO";961;214949
"Vincent Pajot";"St-Étienne";"SCO Angers";1000000;"VERANO";962;198836
"Mirko Valdifiori";"Torino";"SPAL";1000000;"VERANO";965;188876
"Felix Bastians";"VfL Bochum";"TJ Teda";1000000;"INVIERNO";967;170159
"Alberto Brignoli";"Juventus";"US Palermo";1000000;"VERANO";968;210358
"Stefano Moreo";"Venezia";"US Palermo";1000000;"VERANO";969;222959
"Roy Beerens";"Reading";"Vitesse";1000000;"INVIERNO";970;169978
"Nuri Sahin";"Bor. Dortmund";"Werder Bremen";1000000;"VERANO";971;170797
"Sebastian Langkamp";"Hertha Berlin";"Werder Bremen";1000000;"INVIERNO";972;183568
"Damien Marcq";"KAA Gent";"Zulte Waregem";1000000;"INVIERNO";973;181436
"David Accam";"Chicago Fire";"Philadelphia";982000;"INVIERNO";974;210801
"Ernesto Torregrossa";"Hellas Verona";"Brescia";900000;"INVIERNO";980;220829
"Onur Bulut";"SC Freiburg";"E. Braunschweig";900000;"INVIERNO";981;205939
"Jean Zimmer";"VfB Stuttgart";"F. Düsseldorf";900000;"VERANO";982;216381
"Benjamin Kololli";"Lausanne-Sport";"FC Zürich";900000;"VERANO";983;211903
"Jae-sung Lee";"Jeonbuk Motors";"Holstein Kiel";900000;"VERANO";984;221671
"Egzon Binaku";"Häcken";"Malmö FF";900000;"INVIERNO";985;225336
"Philipp Köhn";"RB Leipzig";"RB Salzburg";900000;"VERANO";986;239364
"Vyacheslav Podberezkin";"Krasnodar";"Rubin Kazan";900000;"VERANO";987;206479
"Daniel Arzani";"Melbourne City";"Manchester City";890000;"VERANO";989;234867
"Declan John";"Rangers FC";"Swansea City";890000;"VERANO";990;211204
"Jesse Joronen";"AC Horsens";"FC Copenhague";875000;"VERANO";991;199904
"Renzo Saravia";"Belgrano";"Racing Club";865000;"VERANO";992;215256
"Enrique Triverio";"Racing Club";"Toluca";860000;"VERANO";993;217201
"Diego Rodríguez";"Independiente";"Club Tijuana";859000;"VERANO";994;214933
"Juan Villar";"CD Tenerife";"CA Osasuna";850000;"VERANO";996;192490
"Kieffer Moore";"Ipswich";"FC Barnsley";850000;"INVIERNO";998;216627
"Jakub Swierczok";"Zag??bie";"Ludogorets";850000;"INVIERNO";999;207516
"Jordan Storey";"Exeter City";"Preston NE";850000;"VERANO";1000;235464
"Lee Evans";"Wolverhampton";"Sheffield Utd.";850000;"INVIERNO";1002;213105
"Alexander Domínguez";"Monterrey";"Vélez Sarsfield";850000;"VERANO";1004;199103
"Rodney Kongolo";"Man City U23";"Heerenveen";840000;"VERANO";1005;223962
"Conor Townsend";"Scunthorpe Utd.";"West Brom";840000;"VERANO";1006;203751
"Ledian Memushaj";"Pescara";"Benevento";800000;"VERANO";1010;201220
"Anthony Jung";"RB Leipzig";"Brøndby IF";800000;"VERANO";1011;207897
"Ulisses Garcia";"Werder Bremen";"BSC Young Boys";800000;"VERANO";1012;223143
"Abdul-Aziz Tetteh";"Lech Poznan";"Dinamo Moskva";800000;"INVIERNO";1014;190193
"Nehuén Paz";"Newell's";"FC Bologna";800000;"INVIERNO";1016;219451
"Lorenzo Lollo";"Carpi";"FC Empoli";800000;"VERANO";1017;209407
"Farid Boulaya";"Girona FC";"FC Metz";800000;"VERANO";1019;210438
"Stoppila Sunzu";"LOSC Lille";"FC Metz";800000;"VERANO";1020;190276
"Paulo Miranda";"RB Salzburg";"Grêmio";800000;"INVIERNO";1021;189646
"Karamoko Cissé";"Bari";"Hellas Verona";800000;"VERANO";1022;178150
"Andrea La Mantia";"Virtus Entella";"Lecce";800000;"VERANO";1024;201243
"Federico Melchiorri";"Cagliari";"Perugia";800000;"VERANO";1026;220671
"José Machín";"AS Roma";"Pescara";800000;"VERANO";1027;230817
"Gonzalo Piovi";"Argentinos";"Racing Club";800000;"INVIERNO";1028;219670
"André Ramalho";"Bay. Leverkusen";"RB Salzburg";800000;"INVIERNO";1029;210007
"Mark Flekken";"MSV Duisburg";"SC Freiburg";800000;"VERANO";1032;211738
"Luká<U+009A> Pokorný";"Montpellier";"Slavia Praha";800000;"INVIERNO";1034;237404
"Agustín Bouzat";"Boca Juniors";"Vélez Sarsfield";800000;"INVIERNO";1035;232255
"Davidson";"Chaves";"Vit. Guimarães";800000;"VERANO";1036;237135
"Angus MacDonald";"FC Barnsley";"Hull City";795000;"INVIERNO";1037;205655
"Gwion Edwards";"Peterborough";"Ipswich";790000;"VERANO";1038;205752
"Ryan Leonard";"Southend United";"Sheffield Utd.";790000;"INVIERNO";1039;200689
"Duane Holmes";"Scunthorpe Utd.";"Derby";780000;"VERANO";1041;213948
"Wuilker Fariñez";"Caracas FC";"Millonarios";766000;"INVIERNO";1042;228736
"Matías Caruzzo";"San Lorenzo";"CA Rosario";760000;"VERANO";1043;190576
"Aziz Bouhaddouz";"FC St. Pauli";"Al-Batin";750000;"VERANO";1046;188305
"Michael Madl";"FC Fulham";"Austria Viena";750000;"INVIERNO";1047;169343
"Davor Lovren";"Din. Zagreb II";"F. Düsseldorf";750000;"VERANO";1048;239189
"László Kleinheisler";"Werder Bremen";"FC Astana";750000;"VERANO";1049;231493
"Colin Coosemans";"KV Mechelen";"KAA Gent";750000;"VERANO";1050;200059
"Yacouba Sylla";"Rennes";"KV Mechelen";750000;"INVIERNO";1051;201917
"Sander Coopman";"Club Brugge";"KV Oostende";750000;"VERANO";1052;215373
"Fabrice Ondoa";"Sevilla Atl.";"KV Oostende";750000;"VERANO";1053;212948
"Renato Santos";"Boavista";"Málaga CF";750000;"VERANO";1055;210258
"Mike van Duinen";"SBV Excelsior";"PEC Zwolle";750000;"VERANO";1056;205603
"Lionel Carole";"Galatasaray";"R. Strasbourg";750000;"VERANO";1057;201041
"Bebé";"SD Eibar";"Rayo Vallecano";750000;"VERANO";1058;166074
"Jonathan Bolingi";"Standard Lieja";"Royal Amberes";750000;"VERANO";1059;237555
"Fanendo Adi";"Timbers";"Cincinnati";725000;"VERANO";1062;219806
"Lisandro Martínez";"Newell's II";"Defensa";725000;"VERANO";1063;239301
"Ivan Toney";"Newcastle Utd.";"Peterborough";720000;"VERANO";1064;212228
"Marvin Schwäbe";"TSG Hoffenheim";"Brøndby IF";700000;"VERANO";1067;224041
"Philipp Hofmann";"Greuther Fürth";"E. Braunschweig";700000;"INVIERNO";1069;206606
"Marko Marin";"Olympiacos FC";"Estrella Roja";700000;"VERANO";1070;179546
"Joris van Overeem";"AZ Alkmaar";"FC Utrecht";700000;"VERANO";1073;210010
"Guillermo Sara";"Boca Juniors";"Lanús";700000;"VERANO";1076;215212
"Fouad Bachirou";"Östersund";"Malmö FF";700000;"INVIERNO";1077;213480
"John Bostock";"Bursaspor";"Toulouse";700000;"VERANO";1080;184387
"Maikel Mesa";"Gimnàstic";"UD Las Palmas";700000;"VERANO";1081;215615
"Alexandre Guedes";"Desportivo Aves";"Vit. Guimarães";700000;"VERANO";1082;238830
"Ignacio Rivero";"Defensa";"Club Tijuana";685000;"VERANO";1085;228892
"Charlie Wyke";"Bradford";"AFC Sunderland";675000;"VERANO";1086;204217
"Tsiy William Ndenge";"Bor. M'gladbach";"FC Luzern";650000;"VERANO";1087;229753
"Vito van Crooij";"VVV-Venlo";"PEC Zwolle";650000;"VERANO";1090;237895
"Milan Djuric";"Bristol City";"Salernitana";650000;"VERANO";1091;201038
"Nicolás Ibáñez";"Gimnasia";"San Luis";650000;"INVIERNO";1092;236287
"Marco Aratore";"FC St. Gallen";"Ural";650000;"VERANO";1093;193345
"Justin Meram";"Orlando City SC";"Columbus Crew";647000;"VERANO";1095;202223
"Gustavo Toledo";"Independiente";"Colón";640000;"VERANO";1097;223065
"Juan Ramírez";"Colorado";"CA Talleres";635000;"VERANO";1098;214665
"Kasper Kusk";"FC Copenhague";"Aalborg BK";625000;"INVIERNO";1099;201266
"Edmílson Junior";"Standard Lieja";"Al Duhail";600000;"VERANO";1100;228352
"Djalma";"PAOK";"Alanyaspor";600000;"VERANO";1101;184823
"Stéphane Badji";"RSC Anderlecht";"Bursaspor";600000;"VERANO";1103;208015
"Baris Atik";"TSG Hoffenheim";"Dynamo Dresden";600000;"VERANO";1104;233520
"Thomas Delaine";"Paris FC";"FC Metz";600000;"VERANO";1106;203741
"Mats Möller Daehli";"SC Freiburg";"FC St. Pauli";600000;"VERANO";1107;201877
"Leon Guwara";"Werder Bremen";"FC Utrecht";600000;"VERANO";1108;232643
"Leandro Cabrera";"Crotone";"Getafe CF";600000;"VERANO";1109;192816
"Brendan Hines-Ike";"Örebro SK";"KV Kortrijk";600000;"VERANO";1110;231948
"Martín Cáceres";"Hellas Verona";"Lazio";600000;"INVIERNO";1111;182495
"Yannick Gomis";"US Orléans";"Lens";600000;"VERANO";1112;234972
"Deni Alar";"Sturm Graz";"Rapid Viena";600000;"VERANO";1115;191123
"Vicente Gómez";"UD Las Palmas";"RC Deportivo";600000;"VERANO";1116;199977
"Marco Pinato";"Venezia";"Sassuolo";600000;"VERANO";1117;225115
"Othman El Kabir";"Djurgarden";"Ural";600000;"INVIERNO";1121;235239
"Ben Stevenson";"Coventry City";"Wolverhampton";570000;"INVIERNO";1123;228638
"Yosuke Ideguchi";"Gamba Osaka";"Leeds";560000;"INVIERNO";1125;232623
"Aapo Halme";"HJK Helsinki";"Leeds";560000;"INVIERNO";1126;234290
"Barrie McKay";"Nottm Forest";"Swansea City";560000;"VERANO";1127;209729
"Sherel Floranus";"Sparta R.";"Heerenveen";550000;"VERANO";1128;233098
"Christoph Knasmüllner";"FC Barnsley";"Rapid Viena";550000;"VERANO";1131;200918
"Jalil Elías";"Newell's";"CD Godoy Cruz";520000;"VERANO";1132;231360
"Kyle Lafferty";"Heart of Midl.";"Rangers FC";502000;"VERANO";1135;166844
"Christian Mathenia";"Hamburgo";"1.FC Nürnberg";500000;"VERANO";1136;215417
"Franco Escobar";"Newell's";"Atlanta United";500000;"INVIERNO";1137;222587
"Stefano Sabelli";"Bari";"Brescia";500000;"VERANO";1140;206159
"Mikael Uhre";"SønderjyskE";"Brøndby IF";500000;"VERANO";1141;213815
"Charalampos Lykogiannis";"Sturm Graz";"Cagliari";500000;"INVIERNO";1142;210381
"Mirko Carretta";"Ternana";"Cremonese";500000;"VERANO";1146;192853
"Miguel Cardoso";"Tondela";"Dinamo Moskva";500000;"VERANO";1148;224890
"Joel Untersee";"Juventus";"FC Empoli";500000;"VERANO";1154;211322
"Agyemang Diawusie";"RB Leipzig";"FC Ingolstadt";500000;"VERANO";1155;233397
"Robin Krauße";"SC Paderborn";"FC Ingolstadt";500000;"VERANO";1156;232406
"Otar Kakabadze";"Gimnàstic";"FC Luzern";500000;"VERANO";1157;235005
"Charles Traoré";"Troyes";"FC Nantes";500000;"VERANO";1158;231098
"Henk Veerman";"Heerenveen";"FC St. Pauli";500000;"VERANO";1159;227537
"Marco Capuano";"Cagliari";"Frosinone";500000;"VERANO";1160;201529
"Steliano Filip";"Dinamo Bucarest";"Hajduk Split";500000;"INVIERNO";1162;222222
"Éder";"LOSC Lille";"Loko Moskva";500000;"VERANO";1166;189795
"Romain Gall";"GIF Sundsvall";"Malmö FF";500000;"VERANO";1168;224798
"Sammy Skytte";"Silkeborg IF";"Midtjylland";500000;"VERANO";1169;234521
"Redouane Kerrouche";"Paris FC";"OH Leuven";500000;"VERANO";1171;240132
"Sasa Zdjelar";"Olympiacos FC";"Partizan";500000;"VERANO";1172;224274
"Norbert Gyömbér";"AS Roma";"Perugia";500000;"VERANO";1173;220061
"Tomás Podstawski";"Vitória Setúbal";"Pogon Szczecin";500000;"VERANO";1176;216449
"Ayaz Guliev";"Spartak-2";"Rostov";500000;"VERANO";1179;237844
"Amara Baby";"RSC Charleroi";"Royal Amberes";500000;"VERANO";1180;194718
"Jérémy Perbet";"Club Brugge";"RSC Charleroi";500000;"VERANO";1181;150594
"Romain Grange";"FC Niort";"RSC Charleroi";500000;"INVIERNO";1182;194717
"Marlon Ritter";"F. Düsseldorf";"SC Paderborn";500000;"VERANO";1183;223755
"Dani Escriche";"CD Lugo";"SD Huesca";500000;"VERANO";1184;240922
"Joey Pelupessy";"Heracles Almelo";"Sheff Wed";500000;"INVIERNO";1185;209701
"Iñigo Ruiz de Galarreta";"FC Barcelona B";"UD Las Palmas";500000;"VERANO";1186;205157
"Fidel";"UD Almería";"UD Las Palmas";500000;"VERANO";1187;189172
"Florian Hübner";"Hannover 96";"Union Berlin";500000;"VERANO";1188;203590
"Joshua Mees";"TSG Hoffenheim";"Union Berlin";500000;"VERANO";1189;229702
"Erik Thommy";"FC Augsburg";"VfB Stuttgart";500000;"INVIERNO";1190;221797
"Pavao Pervan";"LASK";"VfL Wolfsburg";500000;"VERANO";1191;199909
"Hamdi Harbaoui";"RSC Anderlecht";"Zulte Waregem";500000;"INVIERNO";1192;186444
"Marcel Mehlem";"Karlsruher SC";"Saint Gilloise";480000;"VERANO";1194;236832
"Sebastián Ribas";"Karpaty";"Lanús";470000;"VERANO";1196;185199
"Kyu-baek Choi";"Ulsan";"V-V. Nagasaki";460000;"INVIERNO";1197;232831
"Ádám Gyurcsó";"Pogon Szczecin";"Hajduk Split";450000;"VERANO";1202;209439
"Billy Bodin";"Bristol Rovers";"Preston NE";450000;"INVIERNO";1203;200440
"Sidnei";"RC Deportivo";"Real Betis";450000;"VERANO";1204;182002
"Ricky Holmes";"Charlton";"Sheffield Utd.";450000;"INVIERNO";1206;199516
"Gianmarco Zigoni";"AC Milan";"Venezia";450000;"VERANO";1207;191068
"Cedric Itten";"FC Basel";"FC St. Gallen";430000;"VERANO";1209;233139
"Kevin Dawson";"Plaza Colonia";"Peñarol";420000;"INVIERNO";1212;199046
"Oriol Rosell";"Sporting CP";"Orlando City SC";402000;"INVIERNO";1213;204677
"Sivert Heltne Nilsen";"SK Brann";"AC Horsens";400000;"VERANO";1214;221552
"Ima Andriatsima";"FC Sochaux";"AC Le Havre";400000;"INVIERNO";1215;183833
"Yusupha Njie";"FUS Rabat";"Boavista";400000;"VERANO";1218;239303
"José Naranjo";"KRC Genk";"CD Tenerife";400000;"VERANO";1219;215568
"Francesco Renzetti";"Genoa CFC";"Cremonese";400000;"VERANO";1220;189065
"Fedor Chernykh";"Jagiellonia";"Dinamo Moskva";400000;"INVIERNO";1222;215755
"Damian Kadzior";"Górnik Zabrze";"Dinamo Zagreb";400000;"VERANO";1223;211626
"Laurent Jans";"Waasl.-Beveren";"FC Metz";400000;"VERANO";1226;206269
"Oliver Kragl";"Crotone";"Foggia";400000;"VERANO";1229;203455
"Francesco Nicastro";"Pescara";"Foggia";400000;"VERANO";1230;225041
"Ömer Bayram";"Akhisarspor";"Galatasaray";400000;"VERANO";1231;193201
"Clément Tainmont";"RSC Charleroi";"KV Mechelen";400000;"INVIERNO";1232;203971
"Ayo Simon Okosun";"AC Horsens";"Midtjylland";400000;"VERANO";1234;239636
"Sébastien Siani";"KV Oostende";"Royal Amberes";400000;"INVIERNO";1236;175896
"Rúben Ribeiro";"Rio Ave FC";"Sporting CP";400000;"INVIERNO";1238;182632
"Vid Belec";"Benevento";"UC Sampdoria";400000;"VERANO";1239;193336
"Rodrigo Salinas";"Al-Ettifaq";"Vélez Sarsfield";400000;"INVIERNO";1241;215170
"Matías Rodríguez";"Chacarita Jrs";"Ferencváros";385000;"VERANO";1246;240379
"Timmy Thiele";"Carl Zeiss Jena";"1.FC K'lautern";375000;"VERANO";1248;211732
"Aleksandar Ignjovski";"SC Freiburg";"1.FC Magdeburg";350000;"VERANO";1249;193211
"Ulrik Jenssen";"Tromsø";"Nordsjælland";350000;"INVIERNO";1251;212040
"Janus Drachmann";"Midtjylland";"Odense BK";350000;"VERANO";1252;178461
"Nemanja Nikolic";"Spartak";"Partizan";350000;"VERANO";1253;201549
"Clint Leemans";"VVV-Venlo";"PEC Zwolle";350000;"VERANO";1254;224185
"Adam Buksa";"Zag??bie";"Pogon Szczecin";350000;"VERANO";1256;224438
"Graham Burke";"Shamrock Rovers";"Preston NE";350000;"VERANO";1257;183544
"Enrico Brignola";"Benevento";"Sassuolo";350000;"VERANO";1259;236522
"Serdar Dursun";"Greuther Fürth";"SV Darmstadt 98";350000;"VERANO";1260;206104
"Zargo Touré";"FC Lorient";"Trabzonspor";350000;"VERANO";1261;190196
"Jairo Samperio";"1.FSV Mainz 05";"UD Las Palmas";350000;"INVIERNO";1262;205869
"Danny Wilson";"Rangers FC";"Colorado";341000;"INVIERNO";1265;193716
"Brayan Cortés";"CD Iquique";"Colo Colo";340000;"INVIERNO";1267;215086
"James Vaughan";"AFC Sunderland";"Wigan";340000;"INVIERNO";1269;163396
"Jamie Walker";"Heart of Midl.";"Wigan";340000;"INVIERNO";1270;206565
"Benny Feilhaber";"Kansas";"Los Angeles FC";334000;"INVIERNO";1272;173370
"Michael Hefele";"Huddersfield";"Nottm Forest";330000;"VERANO";1273;210236
"Samuel Souprayen";"Hellas Verona";"AJ Auxerre";300000;"VERANO";1276;189155
"Moussa Koné";"Frosinone";"BB Erzurumspor";300000;"VERANO";1280;205654
"Amari'i Bell";"Fleetwood";"Blackburn";300000;"INVIERNO";1281;207804
"Besar Halimi";"1.FSV Mainz 05";"Brøndby IF";300000;"VERANO";1282;212238
"Niccolò Zanellato";"AC Milan";"Crotone";300000;"VERANO";1286;240385
"Maurides";"Belenenses";"CSKA Sofia";300000;"VERANO";1287;209323
"Marin Leovac";"PAOK";"Dinamo Zagreb";300000;"VERANO";1288;193250
"Frederik Tingager";"Odense BK";"E. Braunschweig";300000;"INVIERNO";1289;231828
"Pascal Testroet";"Dynamo Dresden";"Erzgebirge Aue";300000;"VERANO";1290;198019
"Dejan Meleg";"Kayserispor";"Estrella Roja";300000;"VERANO";1291;211464
"Deyovaisio Zeefuik";"AFC Ajax";"FC Groningen";300000;"VERANO";1292;235899
"Matthieu Saunier";"Granada CF";"FC Lorient";300000;"VERANO";1293;193081
"Valon Fazliu";"Grasshoppers";"FC Lugano";300000;"VERANO";1294;231651
"Rene Krhin";"Granada CF";"FC Nantes";300000;"VERANO";1295;192205
"Marvin Knoll";"Jahn Regensburg";"FC St. Pauli";300000;"VERANO";1296;202106
"Nicola Citro";"Trapani";"Frosinone";300000;"VERANO";1298;225606
"Souleyman Doumbia";"Bari";"Grasshoppers";300000;"VERANO";1299;236454
"Lucas Bijker";"Cádiz CF";"KV Mechelen";300000;"VERANO";1301;215650
"Aristote Nkaka";"Mouscron";"KV Oostende";300000;"INVIERNO";1302;229040
"Wout Faes";"RSC Anderlecht";"KV Oostende";300000;"VERANO";1303;235036
"Jean-Louis Leca";"AC Ajaccio";"Lens";300000;"VERANO";1304;153275
"Khaly Thiam";"MTK Budapest";"Levski Sofia";300000;"VERANO";1305;234079
"Mirko Pigliacelli";"Pescara";"Pro Vercelli";300000;"VERANO";1310;205530
"Eugenio Lamanna";"Genoa CFC";"Spezia Calcio";300000;"VERANO";1312;190769
"Álvaro Lemos";"Celta de Vigo";"UD Las Palmas";300000;"VERANO";1313;205551
"Stefanos Kapino";"Nottm Forest";"Werder Bremen";300000;"VERANO";1314;205878
"Johnny Russell";"Derby";"Kansas";280000;"INVIERNO";1316;185068
