;special;age;height_cm;weight_kg;eur_value;overall;potential;pac;sho;pas;dri;def;phy;international_reputation;skill_moves;crossing;finishing;heading_accuracy;short_passing;volleys;dribbling;curve;free_kick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility;reactions;balance;shot_power;jumping;stamina;strength;long_shots;aggression;interceptions;positioning;vision;penalties;composure;marking;standing_tackle;sliding_tackle;gk_diving;gk_handling;gk_kicking;gk_positioning;gk_reflexes;coste;rs;rw;rf;ram;rcm;rm;rdm;rcb;rb;rwb;st;lw;cf;cam;cm;lm;cdm;cb;lb;lwb;ls;lf;lam;lcm;ldm;lcb;gk
gk_reflexes;-0,671005087;0,101732392;0,363848436;0,348134895;-0,031675989;-0,018541243;-0,048818485;-0,04318293;0,263976637;0,164331111;0,166487579;-0,193110734;-0,016585191;0,005586986;-0,612891199;-0,662023427;-0,579840091;-0,749214861;-0,723749387;-0,585057957;-0,747732109;-0,60698014;-0,558931316;-0,593559526;-0,781451557;-0,586349436;-0,593485816;-0,51815931;-0,050502319;-0,504053435;-0,655589759;-0,173375501;-0,700248013;-0,094825508;-0,605877034;-0,568433447;-0,479618548;-0,673375729;-0,387828456;-0,617758153;-0,550941862;-0,499733114;-0,526388546;-0,506109253;0,972725469;0,969256967;0,96521654;0,969134688;1;NA;-0,879630694;-0,869839766;-0,869477882;-0,871118278;-0,886024201;-0,882641621;-0,855201628;-0,81307534;-0,865460439;-0,879338232;-0,879630694;-0,869839766;-0,869477882;-0,871118278;-0,886024201;-0,882641621;-0,855201628;-0,81307534;-0,865460439;-0,879338232;-0,879630694;-0,869477882;-0,871118278;-0,886024201;-0,855201628;-0,81307534;0,984626467
coste;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
rs;0,875768867;0,047629564;-0,391117554;-0,331223659;0,234358851;0,332273887;0,254235018;0,25150179;0,162010957;0,176777644;0,231871549;0,079225743;0,11897073;0,160583588;0,738917387;0,80222568;0,842622417;0,754858848;0,857274355;0,828264693;0,919613129;0,807514397;0,743621422;0,708362898;0,939554159;0,693934752;0,699428422;0,67310509;0,33803302;0,574140839;0,866947216;0,20725081;0,754508044;0,127736061;0,85252079;0,561098587;0,37366594;0,898674664;0,654507267;0,814557384;0,729191592;0,349337615;0,382657629;0,350732534;-0,880647342;-0,877267486;-0,874929724;-0,876267712;-0,879630694;NA;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,993568939;0,986057882;0,96124383;0,821616562;0,726401404;-0,898103084
rw;0,889911444;0,020623164;-0,474222296;-0,412745452;0,233289276;0,321960665;0,262570582;0,320501095;0,147077043;0,242249485;0,298674676;0,083429725;0,049411619;0,152570618;0,760703248;0,861080513;0,820492642;0,676052944;0,878396301;0,811611666;0,953689928;0,836217724;0,764366176;0,742391638;0,955384613;0,746148054;0,739050885;0,737044028;0,32978618;0,646982657;0,833228401;0,178721103;0,757050158;0,030647945;0,845577585;0,530249061;0,379581043;0,901193033;0,693092254;0,792143519;0,717621514;0,354277443;0,389458328;0,362720655;-0,870649913;-0,86722145;-0,865125347;-0,866405667;-0,869839766;NA;0,98617336;1;0,997341693;0,996796619;0,970518891;0,997389044;0,823474031;0,713273052;0,827524246;0,870674235;0,98617336;1;0,997341693;0,996796619;0,970518891;0,997389044;0,823474031;0,713273052;0,827524246;0,870674235;0,98617336;0,997341693;0,996796619;0,970518891;0,823474031;0,713273052;-0,887516398
rf;0,888978631;0,032837204;-0,445847291;-0,385144395;0,240733941;0,33298887;0,267037945;0,289527356;0,167748216;0,233570928;0,288473541;0,076172521;0,070630314;0,161673326;0,756916223;0,835814406;0,836005984;0,69950466;0,878805811;0,824852618;0,946891096;0,831855401;0,764359655;0,73830706;0,956110838;0,721218899;0,717411106;0,713126693;0,34289139;0,621884429;0,853419208;0,182418345;0,753286384;0,060053389;0,8577651;0,5391933;0,372893287;0,908733589;0,697277889;0,806724763;0,728203727;0,345272083;0,3809245;0,351270258;-0,870372511;-0,866968782;-0,864768653;-0,866126832;-0,869477882;NA;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;1;0,997284299;0,970818651;0,821169703;0,712695737;-0,887374257
ram;0,89797524;0,036225531;-0,45687071;-0,397375612;0,241393442;0,336891568;0,270380491;0,274907196;0,142430719;0,259075717;0,288934678;0,111223325;0,070433069;0,162860227;0,751092605;0,847407957;0,812229503;0,689735965;0,900072658;0,809099254;0,945946234;0,835399947;0,771584209;0,771867571;0,960537781;0,71307325;0,705965711;0,717466959;0,345713059;0,630601724;0,839946363;0,178232228;0,758857336;0,051170417;0,849638119;0,551510658;0,405498065;0,894552351;0,712783636;0,792093853;0,733559309;0,377601494;0,413610927;0,384564541;-0,871911098;-0,868462972;-0,866430009;-0,867558337;-0,871118278;NA;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,997284299;1;0,981549745;0,841629388;0,731426623;-0,888970302
rcm;0,91528516;0,073159783;-0,409023019;-0,354614074;0,241091957;0,362060596;0,271102674;0,178570341;0,030048337;0,251165677;0,204688612;0,280855856;0,165013691;0,170783277;0,683562226;0,841067668;0,715523147;0,737458782;0,925165528;0,73858129;0,897837237;0,802053537;0,754265755;0,830401059;0,944258746;0,647241252;0,645646458;0,652181227;0,369825549;0,582629972;0,810611838;0,209754798;0,801188035;0,125458559;0,799136459;0,648663497;0,557623166;0,827573299;0,678262197;0,733892152;0,751774327;0,530540943;0,566054897;0,535897469;-0,886640478;-0,883432909;-0,881472074;-0,881942061;-0,886024201;NA;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970818651;0,981549745;1;0,92488301;0,835980959;-0,90447222
rm;0,89731901;0,025050379;-0,464801112;-0,405755489;0,231062139;0,325799143;0,262484555;0,299328793;0,098163081;0,237409283;0,269170086;0,137347461;0,078324175;0,151194404;0,743381528;0,865890641;0,786519016;0,692915387;0,892022513;0,786945791;0,944008624;0,826727572;0,757763985;0,76651136;0,954623477;0,736707066;0,731611152;0,721378633;0,332483864;0,638474172;0,821598035;0,189897529;0,781601174;0,051161282;0,823937459;0,562995692;0,429635976;0,88207082;0,683065759;0,772102209;0,723616012;0,406578702;0,441048026;0,415004409;-0,883342297;-0,879975005;-0,877929938;-0,878932878;-0,882641621;NA;0,982183956;0,997389044;0,993876744;0,996518705;0,982298049;1;0,856135271;0,751785182;0,859449166;0,89885024;0,982183956;0,997389044;0,993876744;0,996518705;0,982298049;1;0,856135271;0,751785182;0,859449166;0,89885024;0,982183956;0,993876744;0,996518705;0,982298049;0,856135271;0,751785182;-0,900540195
rdm;0,838212611;0,104547978;-0,277048862;-0,238295741;0,188781815;0,335141042;0,224885354;0,011788582;-0,248615184;0,114434782;-0,032328825;0,591373696;0,33138425;0,142576092;0,478917963;0,729066418;0,443366249;0,780547257;0,842100892;0,50720154;0,707777722;0,626757584;0,605566564;0,79587737;0,802530518;0,497924719;0,510115791;0,471150371;0,338647068;0,43700287;0,652210189;0,277914211;0,801294185;0,269409091;0,588635814;0,789565356;0,805066993;0,601919527;0,47650537;0,5319955;0,687475559;0,79790601;0,822418483;0,798285061;-0,855416633;-0,853070081;-0,851423364;-0,850542089;-0,855201628;NA;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,821169703;0,841629388;0,92488301;1;0,978144466;-0,873175285
rcb;0,746468319;0,110043836;-0,171565626;-0,142789609;0,144833991;0,292207998;0,180218057;-0,075269685;-0,374397723;-0,014028281;-0,177572623;0,690559764;0,408863355;0,116808056;0,356724375;0,618260489;0,305437046;0,806164745;0,735452392;0,3795475;0,576834457;0,496427484;0,485823423;0,69673054;0,68714832;0,40190697;0,426717376;0,345418396;0,291698471;0,32328906;0,550248217;0,323743361;0,753008477;0,360893824;0,458060881;0,820758361;0,862017485;0,470827271;0,327879672;0,421795206;0,617640953;0,872983724;0,889993328;0,869785328;-0,81313461;-0,811325678;-0,809768794;-0,808340612;-0,81307534;NA;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,712695737;0,731426623;0,835980959;0,978144466;1;-0,830250967
rb;0,828174288;0,070902386;-0,307230995;-0,27061252;0,172498749;0,305552546;0,213518259;0,076031012;-0,278399715;0,075207371;-0,042818395;0,584214803;0,298234634;0,122898089;0,483858924;0,745710036;0,433038699;0,772237237;0,814614599;0,49426481;0,711840944;0,619168693;0,587480542;0,756794324;0,791978343;0,55099863;0,563979344;0,498091735;0,310025434;0,466092234;0,631940177;0,288056107;0,812516689;0,23299226;0,569664748;0,764491026;0,796071862;0,599709181;0,442636184;0,519102564;0,662457877;0,798072606;0,821407564;0,804809647;-0,865782406;-0,863512129;-0,86171997;-0,860923233;-0,865460439;NA;0,819815534;0,827524246;0,820175378;0,837902313;0,915551083;0,859449166;0,992855358;0,975998202;1;0,99586217;0,819815534;0,827524246;0,820175378;0,837902313;0,915551083;0,859449166;0,992855358;0,975998202;1;0,99586217;0,819815534;0,820175378;0,837902313;0,915551083;0,992855358;0,975998202;-0,883279723
rwb;0,858769777;0,067619771;-0,346665707;-0,304415776;0,186938042;0,318282149;0,226745957;0,117463455;-0,219409098;0,118767044;0,019567039;0,525635658;0,26636634;0,130757442;0,535474919;0,789415204;0,494975774;0,760132272;0,846947485;0,549576308;0,766346346;0,670183849;0,63158213;0,779499847;0,835132471;0,59206787;0,601021075;0,549384163;0,323526355;0,509350331;0,672939327;0,272949182;0,826740442;0,199740183;0,622821937;0,744279544;0,755418951;0,656263123;0,496115484;0,566762802;0,685136135;0,750750502;0,776189191;0,758018117;-0,879734923;-0,877224033;-0,875386595;-0,874823851;-0,879338232;NA;0,858052921;0,870674235;0,862588826;0,879283655;0,944239735;0,89885024;0,989454248;0,955442106;0,99586217;1;0,858052921;0,870674235;0,862588826;0,879283655;0,944239735;0,89885024;0,989454248;0,955442106;0,99586217;1;0,858052921;0,862588826;0,879283655;0,944239735;0,989454248;0,955442106;-0,897447722
st;0,875768867;0,047629564;-0,391117554;-0,331223659;0,234358851;0,332273887;0,254235018;0,25150179;0,162010957;0,176777644;0,231871549;0,079225743;0,11897073;0,160583588;0,738917387;0,80222568;0,842622417;0,754858848;0,857274355;0,828264693;0,919613129;0,807514397;0,743621422;0,708362898;0,939554159;0,693934752;0,699428422;0,67310509;0,33803302;0,574140839;0,866947216;0,20725081;0,754508044;0,127736061;0,85252079;0,561098587;0,37366594;0,898674664;0,654507267;0,814557384;0,729191592;0,349337615;0,382657629;0,350732534;-0,880647342;-0,877267486;-0,874929724;-0,876267712;-0,879630694;NA;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,993568939;0,986057882;0,96124383;0,821616562;0,726401404;-0,898103084
lw;0,889911444;0,020623164;-0,474222296;-0,412745452;0,233289276;0,321960665;0,262570582;0,320501095;0,147077043;0,242249485;0,298674676;0,083429725;0,049411619;0,152570618;0,760703248;0,861080513;0,820492642;0,676052944;0,878396301;0,811611666;0,953689928;0,836217724;0,764366176;0,742391638;0,955384613;0,746148054;0,739050885;0,737044028;0,32978618;0,646982657;0,833228401;0,178721103;0,757050158;0,030647945;0,845577585;0,530249061;0,379581043;0,901193033;0,693092254;0,792143519;0,717621514;0,354277443;0,389458328;0,362720655;-0,870649913;-0,86722145;-0,865125347;-0,866405667;-0,869839766;NA;0,98617336;1;0,997341693;0,996796619;0,970518891;0,997389044;0,823474031;0,713273052;0,827524246;0,870674235;0,98617336;1;0,997341693;0,996796619;0,970518891;0,997389044;0,823474031;0,713273052;0,827524246;0,870674235;0,98617336;0,997341693;0,996796619;0,970518891;0,823474031;0,713273052;-0,887516398
cf;0,888978631;0,032837204;-0,445847291;-0,385144395;0,240733941;0,33298887;0,267037945;0,289527356;0,167748216;0,233570928;0,288473541;0,076172521;0,070630314;0,161673326;0,756916223;0,835814406;0,836005984;0,69950466;0,878805811;0,824852618;0,946891096;0,831855401;0,764359655;0,73830706;0,956110838;0,721218899;0,717411106;0,713126693;0,34289139;0,621884429;0,853419208;0,182418345;0,753286384;0,060053389;0,8577651;0,5391933;0,372893287;0,908733589;0,697277889;0,806724763;0,728203727;0,345272083;0,3809245;0,351270258;-0,870372511;-0,866968782;-0,864768653;-0,866126832;-0,869477882;NA;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;1;0,997284299;0,970818651;0,821169703;0,712695737;-0,887374257
cam;0,89797524;0,036225531;-0,45687071;-0,397375612;0,241393442;0,336891568;0,270380491;0,274907196;0,142430719;0,259075717;0,288934678;0,111223325;0,070433069;0,162860227;0,751092605;0,847407957;0,812229503;0,689735965;0,900072658;0,809099254;0,945946234;0,835399947;0,771584209;0,771867571;0,960537781;0,71307325;0,705965711;0,717466959;0,345713059;0,630601724;0,839946363;0,178232228;0,758857336;0,051170417;0,849638119;0,551510658;0,405498065;0,894552351;0,712783636;0,792093853;0,733559309;0,377601494;0,413610927;0,384564541;-0,871911098;-0,868462972;-0,866430009;-0,867558337;-0,871118278;NA;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,997284299;1;0,981549745;0,841629388;0,731426623;-0,888970302
cm;0,91528516;0,073159783;-0,409023019;-0,354614074;0,241091957;0,362060596;0,271102674;0,178570341;0,030048337;0,251165677;0,204688612;0,280855856;0,165013691;0,170783277;0,683562226;0,841067668;0,715523147;0,737458782;0,925165528;0,73858129;0,897837237;0,802053537;0,754265755;0,830401059;0,944258746;0,647241252;0,645646458;0,652181227;0,369825549;0,582629972;0,810611838;0,209754798;0,801188035;0,125458559;0,799136459;0,648663497;0,557623166;0,827573299;0,678262197;0,733892152;0,751774327;0,530540943;0,566054897;0,535897469;-0,886640478;-0,883432909;-0,881472074;-0,881942061;-0,886024201;NA;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970818651;0,981549745;1;0,92488301;0,835980959;-0,90447222
lm;0,89731901;0,025050379;-0,464801112;-0,405755489;0,231062139;0,325799143;0,262484555;0,299328793;0,098163081;0,237409283;0,269170086;0,137347461;0,078324175;0,151194404;0,743381528;0,865890641;0,786519016;0,692915387;0,892022513;0,786945791;0,944008624;0,826727572;0,757763985;0,76651136;0,954623477;0,736707066;0,731611152;0,721378633;0,332483864;0,638474172;0,821598035;0,189897529;0,781601174;0,051161282;0,823937459;0,562995692;0,429635976;0,88207082;0,683065759;0,772102209;0,723616012;0,406578702;0,441048026;0,415004409;-0,883342297;-0,879975005;-0,877929938;-0,878932878;-0,882641621;NA;0,982183956;0,997389044;0,993876744;0,996518705;0,982298049;1;0,856135271;0,751785182;0,859449166;0,89885024;0,982183956;0,997389044;0,993876744;0,996518705;0,982298049;1;0,856135271;0,751785182;0,859449166;0,89885024;0,982183956;0,993876744;0,996518705;0,982298049;0,856135271;0,751785182;-0,900540195
cdm;0,838212611;0,104547978;-0,277048862;-0,238295741;0,188781815;0,335141042;0,224885354;0,011788582;-0,248615184;0,114434782;-0,032328825;0,591373696;0,33138425;0,142576092;0,478917963;0,729066418;0,443366249;0,780547257;0,842100892;0,50720154;0,707777722;0,626757584;0,605566564;0,79587737;0,802530518;0,497924719;0,510115791;0,471150371;0,338647068;0,43700287;0,652210189;0,277914211;0,801294185;0,269409091;0,588635814;0,789565356;0,805066993;0,601919527;0,47650537;0,5319955;0,687475559;0,79790601;0,822418483;0,798285061;-0,855416633;-0,853070081;-0,851423364;-0,850542089;-0,855201628;NA;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,821169703;0,841629388;0,92488301;1;0,978144466;-0,873175285
cb;0,746468319;0,110043836;-0,171565626;-0,142789609;0,144833991;0,292207998;0,180218057;-0,075269685;-0,374397723;-0,014028281;-0,177572623;0,690559764;0,408863355;0,116808056;0,356724375;0,618260489;0,305437046;0,806164745;0,735452392;0,3795475;0,576834457;0,496427484;0,485823423;0,69673054;0,68714832;0,40190697;0,426717376;0,345418396;0,291698471;0,32328906;0,550248217;0,323743361;0,753008477;0,360893824;0,458060881;0,820758361;0,862017485;0,470827271;0,327879672;0,421795206;0,617640953;0,872983724;0,889993328;0,869785328;-0,81313461;-0,811325678;-0,809768794;-0,808340612;-0,81307534;NA;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,712695737;0,731426623;0,835980959;0,978144466;1;-0,830250967
lb;0,828174288;0,070902386;-0,307230995;-0,27061252;0,172498749;0,305552546;0,213518259;0,076031012;-0,278399715;0,075207371;-0,042818395;0,584214803;0,298234634;0,122898089;0,483858924;0,745710036;0,433038699;0,772237237;0,814614599;0,49426481;0,711840944;0,619168693;0,587480542;0,756794324;0,791978343;0,55099863;0,563979344;0,498091735;0,310025434;0,466092234;0,631940177;0,288056107;0,812516689;0,23299226;0,569664748;0,764491026;0,796071862;0,599709181;0,442636184;0,519102564;0,662457877;0,798072606;0,821407564;0,804809647;-0,865782406;-0,863512129;-0,86171997;-0,860923233;-0,865460439;NA;0,819815534;0,827524246;0,820175378;0,837902313;0,915551083;0,859449166;0,992855358;0,975998202;1;0,99586217;0,819815534;0,827524246;0,820175378;0,837902313;0,915551083;0,859449166;0,992855358;0,975998202;1;0,99586217;0,819815534;0,820175378;0,837902313;0,915551083;0,992855358;0,975998202;-0,883279723
lwb;0,858769777;0,067619771;-0,346665707;-0,304415776;0,186938042;0,318282149;0,226745957;0,117463455;-0,219409098;0,118767044;0,019567039;0,525635658;0,26636634;0,130757442;0,535474919;0,789415204;0,494975774;0,760132272;0,846947485;0,549576308;0,766346346;0,670183849;0,63158213;0,779499847;0,835132471;0,59206787;0,601021075;0,549384163;0,323526355;0,509350331;0,672939327;0,272949182;0,826740442;0,199740183;0,622821937;0,744279544;0,755418951;0,656263123;0,496115484;0,566762802;0,685136135;0,750750502;0,776189191;0,758018117;-0,879734923;-0,877224033;-0,875386595;-0,874823851;-0,879338232;NA;0,858052921;0,870674235;0,862588826;0,879283655;0,944239735;0,89885024;0,989454248;0,955442106;0,99586217;1;0,858052921;0,870674235;0,862588826;0,879283655;0,944239735;0,89885024;0,989454248;0,955442106;0,99586217;1;0,858052921;0,862588826;0,879283655;0,944239735;0,989454248;0,955442106;-0,897447722
ls;0,875768867;0,047629564;-0,391117554;-0,331223659;0,234358851;0,332273887;0,254235018;0,25150179;0,162010957;0,176777644;0,231871549;0,079225743;0,11897073;0,160583588;0,738917387;0,80222568;0,842622417;0,754858848;0,857274355;0,828264693;0,919613129;0,807514397;0,743621422;0,708362898;0,939554159;0,693934752;0,699428422;0,67310509;0,33803302;0,574140839;0,866947216;0,20725081;0,754508044;0,127736061;0,85252079;0,561098587;0,37366594;0,898674664;0,654507267;0,814557384;0,729191592;0,349337615;0,382657629;0,350732534;-0,880647342;-0,877267486;-0,874929724;-0,876267712;-0,879630694;NA;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,98617336;0,993568939;0,986057882;0,96124383;0,982183956;0,821616562;0,726401404;0,819815534;0,858052921;1;0,993568939;0,986057882;0,96124383;0,821616562;0,726401404;-0,898103084
lf;0,888978631;0,032837204;-0,445847291;-0,385144395;0,240733941;0,33298887;0,267037945;0,289527356;0,167748216;0,233570928;0,288473541;0,076172521;0,070630314;0,161673326;0,756916223;0,835814406;0,836005984;0,69950466;0,878805811;0,824852618;0,946891096;0,831855401;0,764359655;0,73830706;0,956110838;0,721218899;0,717411106;0,713126693;0,34289139;0,621884429;0,853419208;0,182418345;0,753286384;0,060053389;0,8577651;0,5391933;0,372893287;0,908733589;0,697277889;0,806724763;0,728203727;0,345272083;0,3809245;0,351270258;-0,870372511;-0,866968782;-0,864768653;-0,866126832;-0,869477882;NA;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;0,997341693;1;0,997284299;0,970818651;0,993876744;0,821169703;0,712695737;0,820175378;0,862588826;0,993568939;1;0,997284299;0,970818651;0,821169703;0,712695737;-0,887374257
lam;0,89797524;0,036225531;-0,45687071;-0,397375612;0,241393442;0,336891568;0,270380491;0,274907196;0,142430719;0,259075717;0,288934678;0,111223325;0,070433069;0,162860227;0,751092605;0,847407957;0,812229503;0,689735965;0,900072658;0,809099254;0,945946234;0,835399947;0,771584209;0,771867571;0,960537781;0,71307325;0,705965711;0,717466959;0,345713059;0,630601724;0,839946363;0,178232228;0,758857336;0,051170417;0,849638119;0,551510658;0,405498065;0,894552351;0,712783636;0,792093853;0,733559309;0,377601494;0,413610927;0,384564541;-0,871911098;-0,868462972;-0,866430009;-0,867558337;-0,871118278;NA;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,996796619;0,997284299;1;0,981549745;0,996518705;0,841629388;0,731426623;0,837902313;0,879283655;0,986057882;0,997284299;1;0,981549745;0,841629388;0,731426623;-0,888970302
lcm;0,91528516;0,073159783;-0,409023019;-0,354614074;0,241091957;0,362060596;0,271102674;0,178570341;0,030048337;0,251165677;0,204688612;0,280855856;0,165013691;0,170783277;0,683562226;0,841067668;0,715523147;0,737458782;0,925165528;0,73858129;0,897837237;0,802053537;0,754265755;0,830401059;0,944258746;0,647241252;0,645646458;0,652181227;0,369825549;0,582629972;0,810611838;0,209754798;0,801188035;0,125458559;0,799136459;0,648663497;0,557623166;0,827573299;0,678262197;0,733892152;0,751774327;0,530540943;0,566054897;0,535897469;-0,886640478;-0,883432909;-0,881472074;-0,881942061;-0,886024201;NA;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970518891;0,970818651;0,981549745;1;0,982298049;0,92488301;0,835980959;0,915551083;0,944239735;0,96124383;0,970818651;0,981549745;1;0,92488301;0,835980959;-0,90447222
ldm;0,838212611;0,104547978;-0,277048862;-0,238295741;0,188781815;0,335141042;0,224885354;0,011788582;-0,248615184;0,114434782;-0,032328825;0,591373696;0,33138425;0,142576092;0,478917963;0,729066418;0,443366249;0,780547257;0,842100892;0,50720154;0,707777722;0,626757584;0,605566564;0,79587737;0,802530518;0,497924719;0,510115791;0,471150371;0,338647068;0,43700287;0,652210189;0,277914211;0,801294185;0,269409091;0,588635814;0,789565356;0,805066993;0,601919527;0,47650537;0,5319955;0,687475559;0,79790601;0,822418483;0,798285061;-0,855416633;-0,853070081;-0,851423364;-0,850542089;-0,855201628;NA;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,823474031;0,821169703;0,841629388;0,92488301;0,856135271;1;0,978144466;0,992855358;0,989454248;0,821616562;0,821169703;0,841629388;0,92488301;1;0,978144466;-0,873175285
lcb;0,746468319;0,110043836;-0,171565626;-0,142789609;0,144833991;0,292207998;0,180218057;-0,075269685;-0,374397723;-0,014028281;-0,177572623;0,690559764;0,408863355;0,116808056;0,356724375;0,618260489;0,305437046;0,806164745;0,735452392;0,3795475;0,576834457;0,496427484;0,485823423;0,69673054;0,68714832;0,40190697;0,426717376;0,345418396;0,291698471;0,32328906;0,550248217;0,323743361;0,753008477;0,360893824;0,458060881;0,820758361;0,862017485;0,470827271;0,327879672;0,421795206;0,617640953;0,872983724;0,889993328;0,869785328;-0,81313461;-0,811325678;-0,809768794;-0,808340612;-0,81307534;NA;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,713273052;0,712695737;0,731426623;0,835980959;0,751785182;0,978144466;1;0,975998202;0,955442106;0,726401404;0,712695737;0,731426623;0,835980959;0,978144466;1;-0,830250967
gk;-0,692941285;0,095253936;0,368455485;0,349962126;-0,034410999;-0,032126344;-0,054033653;-0,048979158;0,262059727;0,159821668;0,156365751;-0,201929237;-0,027075359;0,006852284;-0,623661858;-0,677183555;-0,594576645;-0,766371915;-0,740485003;-0,599369801;-0,76305152;-0,620998858;-0,573433481;-0,608177302;-0,798474105;-0,599766103;-0,606510068;-0,530284294;-0,061706609;-0,512911153;-0,671250653;-0,183548861;-0,718244902;-0,10329289;-0,62202785;-0,58337842;-0,491381638;-0,688472395;-0,400681656;-0,633188783;-0,566000362;-0,511691588;-0,537846129;-0,517024931;0,984454204;0,982663431;0,97758534;0,98218557;0,984626467;NA;-0,898103084;-0,887516398;-0,887374257;-0,888970302;-0,90447222;-0,900540195;-0,873175285;-0,830250967;-0,883279723;-0,897447722;-0,898103084;-0,887516398;-0,887374257;-0,888970302;-0,90447222;-0,900540195;-0,873175285;-0,830250967;-0,883279723;-0,897447722;-0,898103084;-0,887374257;-0,888970302;-0,90447222;-0,873175285;-0,830250967;1
